Number,Date,Price,Log Price,Circulation,Difficulty,BTC Mined Daily,Daily Transactions,Total Value of Daily Transactions (USD),Fundamental Value,Expected Price
844,2013-08-16,98.51,1.993480319,11562350,50810339.05,8475,68301,15799075,1.366424213,161.9012106
845,2013-08-18,99.02,1.995722922,11571950,50810339.05,9600,53134,9855148,0.85164108,163.0150746
846,2013-08-20,104.59,2.019490163,11580925,50810339.05,8975,66539,21774465,1.880200848,162.0053444
847,2013-08-22,111.01,2.045362103,11591275,50810339.05,10350,62772,19417003,1.675139534,164.4959662
848,2013-08-24,108.79,2.036588977,11601300,65750060.15,10025,51085,12358432,1.065262686,166.4456273
849,2013-08-26,111.8,2.048441804,11608950,65750060.15,7650,53528,15758636,1.357455756,166.3359275
850,2013-08-28,119.25,2.076458388,11617425,65750060.15,8475,63645,23599317,2.031372443,167.2935186
851,2013-08-30,124.79,2.096179785,11627225,65750060.15,9800,60716,19897419,1.7112784,170.0455218
852,2013-09-01,130.82,2.116674145,11638150,65750060.15,10925,45578,19292550,1.657699033,171.9933578
853,2013-09-03,130.45,2.115444083,11648650,65750060.15,10500,50503,21059813,1.807918772,173.7688819
854,2013-09-05,124.51,2.095204233,11657075,86933017.77,8425,60222,25503578,2.187819672,175.9145229
855,2013-09-07,120.15,2.079723775,11665900,86933017.77,8825,54231,13811249,1.183899142,178.9144192
856,2013-09-09,121.66,2.085147812,11674450,86933017.77,8550,54966,15359356,1.31563851,179.0403885
857,2013-09-11,124.1,2.093771781,11684125,86933017.77,9675,49512,17480102,1.496055717,179.6336579
858,2013-09-13,128.29,2.108192805,11694575,86933017.77,10450,48362,17487264,1.495331297,180.7983594
859,2013-09-15,125.46,2.098505283,11704550,112628548.7,9975,46764,9903219,0.846099935,181.9335757
860,2013-09-17,127.56,2.105714511,11713200,112628548.7,8650,66291,17593089,1.50198827,180.3803535
861,2013-09-19,124.1,2.093771781,11721850,112628548.7,8650,59004,27283020,2.327535329,181.4958919
862,2013-09-21,123.5,2.091666958,11731350,112628548.7,9500,53286,13680647,1.166161354,184.6422589
863,2013-09-23,123.02,2.089975723,11742025,112628548.7,10675,60286,19845271,1.690106349,184.4993845
864,2013-09-25,124.18,2.094051656,11752400,148819199.8,10375,58150,22296216,1.897162792,186.0887936
865,2013-09-27,125.6,2.098989639,11761075,148819199.8,8675,50429,20570062,1.748995054,188.1967964
866,2013-09-29,128.1,2.10754913,11769550,148819199.8,8475,41741,18613584,1.581503456,189.8907574
867,2013-10-01,127.11,2.104179719,11778550,148819199.8,9000,55320,28385075,2.40989553,191.0737719
868,2013-10-03,116.95,2.068000226,11788075,148819199.8,9525,61708,39333168,3.33669136,194.2506794
869,2013-10-05,121.51,2.084612021,11797800,148819199.8,9725,47895,12004509,1.017520978,198.9700166
870,2013-10-07,123.6,2.092018471,11806675,189281249.3,8875,43235,22147123,1.875813724,197.9064469
871,2013-10-09,126.08,2.1006462,11815150,189281249.3,8475,46991,22600153,1.912811348,199.790408
872,2013-10-11,126.84,2.103256233,11824450,189281249.3,9300,54449,20022201,1.693288144,201.7378776
873,2013-10-13,129.74,2.113073894,11835100,189281249.3,10650,51248,13162986,1.112198967,203.0621256
874,2013-10-15,139.24,2.143764015,11847750,189281249.3,12650,57320,25180562,2.125345488,202.3022441
875,2013-10-17,143.33,2.156337101,11857700,267731249.5,9950,45193,25606096,2.159448797,204.6971299
876,2013-10-19,165.05,2.217615529,11867500,267731249.5,9800,54639,32532840,2.741338951,207.1379849
877,2013-10-21,177.07,2.248144987,11877925,267731249.5,10425,58142,30979595,2.608165568,210.7246693
878,2013-10-23,199.95,2.300921408,11889425,267731249.5,11500,54572,48435641,4.073842175,214.0306877
879,2013-10-25,172.81,2.23756887,11900650,267731249.5,11225,59853,59153404,4.970602782,219.4996035
880,2013-10-27,189.06,2.276599654,11910050,390928787.6,9400,44388,20364921,1.709893829,225.8784278
881,2013-10-29,202.09,2.305544824,11918450,390928787.6,8400,51237,56466616,4.737748281,226.9523928
882,2013-10-31,201.61,2.30451207,11928575,390928787.6,10125,56476,30015321,2.516253702,232.985163
883,2013-11-02,204.15,2.309949384,11938750,390928787.6,10175,41179,25308174,2.119834489,235.8575612
884,2013-11-04,225.1,2.352375495,11948650,390928787.6,9900,42094,44225105,3.701263741,237.8584086
885,2013-11-06,258.23,2.412006695,11956950,510929738,8300,55035,66303724,5.545203752,242.5113479
886,2013-11-08,325.56,2.51263104,11964125,510929738,7175,59961,105554624,8.822594548,248.9729612
887,2013-11-10,296.91,2.472624825,11971875,510929738,7750,57169,66944275,5.591795354,257.3209379
888,2013-11-12,353.95,2.548941917,11981475,510929738,9600,58510,80529524,6.721169472,263.2972653
889,2013-11-14,416.5,2.619615006,11990400,510929738,8925,70175,116172520,9.688794369,269.7468758
890,2013-11-16,433.53,2.637019156,11999375,510929738,8975,51595,96660457,8.055457638,277.127262
891,2013-11-18,583.16,2.765787727,12008300,609482679.9,8925,73198,183156028,15.25245272,283.1751628
892,2013-11-20,595,2.774516966,12016250,609482679.9,7950,77962,189981706,15.81039892,290.2119023
893,2013-11-22,761,2.881384657,12024100,609482679.9,7850,76646,499658342,41.5547394,295.7188888
894,2013-11-24,833.16,2.920728411,12032450,609482679.9,8350,60018,188795019,15.69048855,299.8036921
895,2013-11-26,844.9,2.92680531,12041050,609482679.9,8600,80055,240113213,19.94121883,300.5279357
896,2013-11-28,1009,3.003891166,12049750,609482679.9,8700,102010,343988520,28.54735741,298.7460477
897,2013-11-30,1119.96,3.049202512,12058375,707408283.1,8625,80868,259798119,21.54503563,293.3173587
898,2013-12-02,992.27,2.996629861,12067325,707408283.1,8950,74324,209705624,17.37797101,286.1577205
899,2013-12-04,1151,3.061075324,12076500,707408283.1,9175,79738,196826039,16.29826846,278.2310601
900,2013-12-06,894,2.951337519,12086050,707408283.1,9550,71277,278007050,23.00230845,269.5860874
901,2013-12-08,722.99,2.85913229,12095325,707408283.1,9275,49174,138704496,11.46761216,258.3672538
902,2013-12-10,936.98,2.971730321,12105225,908350862.4,9900,67874,161107070,13.30888686,250.9476376
903,2013-12-12,845.75,2.927242006,12113325,908350862.4,8100,59677,92211510,7.61240287,242.6178897
904,2013-12-14,864.7,2.936865459,12122475,908350862.4,9150,55858,99250160,8.187285187,237.6708031
905,2013-12-16,709,2.850646235,12131750,908350862.4,9275,63090,119628591,9.860786037,232.3763202
906,2013-12-18,576.16,2.760543104,12141925,908350862.4,10175,81656,197594224,16.27371475,226.1182429
907,2013-12-20,660,2.819543936,12152375,908350862.4,10450,69475,132627443,10.91370559,217.2161246
908,2013-12-22,637,2.804139432,12160600,1180923195,8225,51543,98196637,8.074982896,210.9154048
909,2013-12-24,647.27,2.811085479,12168725,1180923195,8125,56872,83190871,6.836449258,206.5058574
910,2013-12-26,734.42,2.865944495,12177500,1180923195,8775,48575,67082728,5.508743831,203.1558945
911,2013-12-28,701.61,2.84609577,12185975,1180923195,8475,47777,58459390,4.797268171,201.0549403
912,2013-12-30,739.1,2.868703202,12194575,1180923195,8600,56501,88947409,7.294014675,199.7470396
913,2014-01-01,746.9,2.873262459,12203800,1180923195,9225,41476,56483139,4.628323883,196.4209857
914,2014-01-03,806.21,2.906448181,12211525,1418481395,7725,63821,149944252,12.27891291,195.4620979
915,2014-01-05,896,2.95230801,12219725,1418481395,8200,55761,133777808,10.94769383,189.9306338
916,2014-01-07,867.38,2.938209404,12228825,1418481395,9100,62126,100994810,8.258750125,185.281769
917,2014-01-09,809.17,2.908039773,12238275,1418481395,9450,58365,65072095,5.317096976,182.136795
918,2014-01-11,891.85,2.950291817,12248500,1418481395,10225,56464,86126142,7.031566478,181.007679
919,2014-01-13,807.83,2.907319977,12258325,1789546951,9825,54756,73322235,5.981423645,178.7950688
920,2014-01-15,847.7,2.928242183,12266450,1789546951,8125,60392,110811182,9.033679834,177.3502977
921,2014-01-17,793,2.899273187,12275275,1789546951,8825,58397,69286154,5.644366745,174.3857078
922,2014-01-19,833,2.920645001,12283950,1789546951,8675,49224,50510418,4.111903582,173.3632003
923,2014-01-21,822.56,2.915167587,12292825,1789546951,8875,71521,113445881,9.228625723,173.5898553
924,2014-01-23,813.02,2.910101229,12302025,1789546951,9200,63527,73300289,5.958392135,170.8572976
925,2014-01-25,806,2.906335042,12310800,2193847870,8775,55371,63934534,5.193369562,169.8377103
926,2014-01-27,777,2.890421019,12318825,2193847870,8025,60746,89454816,7.261635424,169.3627506
927,2014-01-29,803.6,2.905039928,12326925,2193847870,8100,61786,55425036,4.496258069,167.7722824
928,2014-01-31,802.5,2.904445041,12335525,2193847870,8600,61999,52245602,4.235377254,167.8927748
929,2014-02-02,819.57,2.913586053,12344900,2193847870,9375,50400,46812767,3.792073407,168.2464695
930,2014-02-04,809.05,2.907975362,12353975,2193847870,9075,65812,84175036,6.813599348,169.0064713
931,2014-02-06,778,2.890979597,12362425,2621404453,8450,69721,164571017,13.31219538,167.7914214
932,2014-02-08,707,2.849419414,12370925,2621404453,8500,64069,52404670,4.236115731,164.4774575
933,2014-02-10,665,2.822821645,12378525,2621404453,7600,67622,80274582,6.48498767,164.9661666
934,2014-02-12,667.01,2.824132345,12386875,2621404453,8350,62805,67142256,5.420435421,164.1277897
935,2014-02-14,672.1,2.827433895,12396150,2621404453,9275,76660,96607239,7.793326073,163.8993008
936,2014-02-16,623.5,2.794836458,12405475,2621404453,9325,56785,61558705,4.962220713,162.5917013
937,2014-02-18,626.77,2.797108201,12413800,3129573175,8325,68333,73726238,5.939054762,162.7130383
938,2014-02-20,582.7,2.765445018,12422850,3129573175,9050,71666,57574083,4.634530965,162.3199514
939,2014-02-22,603.98,2.781022558,12431150,3129573175,8300,59691,48924427,3.935631619,162.7031135
940,2014-02-24,545,2.736396502,12440250,3129573175,9100,68496,90670244,7.288458351,163.6024438
941,2014-02-26,585.38,2.76743788,12449025,3129573175,8775,71527,78051369,6.269677264,162.670693
942,2014-02-28,577.97,2.761905297,12458275,3815723799,9250,71658,71850164,5.767264248,162.2359291
943,2014-03-02,559.88,2.748094954,12465700,3815723799,7425,59067,39679925,3.183128505,162.0815368
944,2014-03-04,677.61,2.830979807,12472725,3815723799,7025,85916,130586369,10.46975452,163.6997236
945,2014-03-06,657.02,2.81757859,12480800,3815723799,8075,71619,80932841,6.484587607,161.8424456
946,2014-03-08,609,2.784617293,12489350,3815723799,8550,71019,283095945,22.66698787,161.4422068
947,2014-03-10,621.99,2.793783402,12497575,3815723799,8225,66786,335365185,26.83442068,157.659983
948,2014-03-12,642.1,2.80760267,12505975,3815723799,8400,76019,191983433,15.3513367,153.767077
949,2014-03-14,636.47,2.803777938,12513675,4250217920,7700,68735,140788486,11.25077054,151.5094197
950,2014-03-16,634.94,2.802732688,12522000,4250217920,8325,58730,37279671,2.977133924,150.1068277
951,2014-03-18,627,2.797267541,12530075,4250217920,8075,57881,55440433,4.424589079,151.8399422
952,2014-03-20,590,2.770852012,12538125,4250217920,8050,72117,81945774,6.53572795,152.6654019
953,2014-03-22,557,2.745855195,12547050,4250217920,8925,69139,41674092,3.321425514,152.5799032
954,2014-03-24,572,2.757396029,12557150,4250217920,10100,67382,46027817,3.665466846,154.1334853
955,2014-03-26,585.7,2.767675224,12564875,5006860589,7725,69897,46966514,3.737921308,155.4806768
956,2014-03-28,503,2.701567985,12573625,5006860589,8750,69155,85826500,6.825915359,156.8090509
957,2014-03-30,449.02,2.652265686,12581625,5006860589,8000,55333,43260859,3.438415864,156.6514529
958,2014-04-01,479.51,2.680797669,12590300,5006860589,8675,64692,59045962,4.68979786,158.2371433
959,2014-04-03,446.31,2.649636618,12600125,5006860589,9825,67292,67793531,5.380385591,159.060499
960,2014-04-05,451.84,2.654984675,12609625,6119726089,9500,59610,52858403,4.191909196,159.5506426
961,2014-04-07,447.74,2.651025895,12616825,6119726089,7200,62222,36774851,2.914746856,160.7071638
962,2014-04-09,443.1,2.64650175,12624350,6119726089,7525,64278,39205732,3.105564405,162.8575009
963,2014-04-11,427.99,2.631433622,12632450,6119726089,8100,66874,86855660,6.875598953,164.8953746
964,2014-04-13,405,2.607455023,12641425,6119726089,8975,49420,20899083,1.653222085,164.7731631
965,2014-04-15,489.91,2.690116304,12650850,6119726089,9425,74882,60349096,4.770358988,168.6841227
966,2014-04-17,495,2.694605199,12658925,6978842650,8075,67212,66040408,5.216904911,169.6211111
967,2014-04-19,499.9,2.698883137,12666900,6978842650,7975,56685,28166242,2.223609723,170.3179508
968,2014-04-21,496.5,2.695919253,12675575,6978842650,8675,57961,68262812,5.385381886,173.6147993
969,2014-04-23,487.3,2.687796411,12683800,6978842650,8225,72147,57844227,4.56048085,174.2536894
970,2014-04-25,459.15,2.661954589,12691575,6978842650,7775,78038,57255580,4.511306122,175.4351979
971,2014-04-27,440.1,2.643551369,12700200,6978842650,8625,50392,27137031,2.136740445,176.6798694
972,2014-04-29,447.7,2.650987094,12708300,6978842650,8100,64207,43152464,3.395612631,180.4089179
973,2014-05-01,460.01,2.662767273,12716150,8000872136,7850,60910,34726960,2.730933498,182.700659
974,2014-05-03,434.5,2.637989781,12724000,8000872136,7850,56112,30860338,2.425364508,185.8346493
975,2014-05-05,427.83,2.631271235,12730925,8000872136,6925,63433,27006284,2.121313573,189.5302993
976,2014-05-07,446.65,2.649967338,12739650,8000872136,8725,70424,48178380,3.781766375,193.914942
977,2014-05-09,452.02,2.655157651,12747700,8000872136,8050,67693,36304065,2.847891384,196.144471
978,2014-05-11,435,2.638489257,12756275,8000872136,8575,51666,21302695,1.669977717,199.623187
979,2014-05-13,438.95,2.642415053,12764450,8853416309,8175,70672,36846458,2.886646742,205.6113469
980,2014-05-15,448.99,2.652236668,12772350,8853416309,7900,72761,45902853,3.593923828,209.3812501
981,2014-05-17,449.08,2.652323714,12781475,8853416309,9125,55577,19761483,1.546103482,212.2337049
982,2014-05-19,446.42,2.649743643,12789750,8853416309,8275,60368,31446950,2.458761899,219.4634718
983,2014-05-21,494.87,2.694491127,12798675,8853416309,8925,71120,52751556,4.121641967,224.6389467
984,2014-05-23,527.47,2.722197764,12806800,8853416309,8125,74593,64993979,5.074958538,227.1374949
985,2014-05-25,575,2.759667845,12814775,10455720138,7975,53928,63234339,4.934486872,228.5279773
986,2014-05-27,581.87,2.764825966,12822225,10455720138,7450,67040,67580046,5.270539707,230.1226012
987,2014-05-29,568,2.754348336,12829925,10455720138,7700,65930,45401397,3.538711021,231.3850303
988,2014-05-31,620.45,2.792706789,12837800,10455720138,7875,55166,55048506,4.288001527,235.0289474
989,2014-06-02,631.49,2.800366478,12846750,10455720138,8950,61179,55263584,4.301756008,237.6250632
990,2014-06-04,644.66,2.809330724,12856025,10455720138,9275,66435,66164960,5.146611025,240.2753187
991,2014-06-06,655.75,2.816738299,12863350,11756551917,7325,64859,66893782,5.200339103,241.8753069
992,2014-06-08,652,2.814247596,12870925,11756551917,7575,47730,30015285,2.332022368,243.459767
993,2014-06-10,649.89,2.812839854,12878750,11756551917,7825,65460,112205327,8.712439251,250.3292718
994,2014-06-12,617,2.790285164,12886275,11756551917,7525,61583,90337283,7.01034884,248.6027311
995,2014-06-14,557.92,2.74657193,12894875,11756551917,8600,58961,38957451,3.021157708,248.3816861
996,2014-06-16,595,2.774516966,12904600,11756551917,9725,65347,49711134,3.852202625,253.8166337
997,2014-06-18,604.6,2.781468143,12913300,13462580115,8700,66992,51361498,3.977410732,257.7640689
998,2014-06-20,593.33,2.773296308,12921700,13462580115,8400,59884,41117791,3.18207287,261.6083978
999,2014-06-22,596.08,2.77530455,12931250,13462580115,9550,50429,29773254,2.302426602,267.2296501
1000,2014-06-24,585.54,2.767556568,12940150,13462580115,8900,64766,130567463,10.09010429,275.6012377
1001,2014-06-26,569,2.755112266,12949075,13462580115,8925,62354,64083057,4.948852099,272.5737554
1002,2014-06-28,597.08,2.776032524,12958425,13462580115,9350,56883,38399762,2.963304723,275.1768303
1003,2014-06-30,620,2.792391689,12965900,16818461371,7475,62009,53399280,4.118439908,281.9949478
1004,2014-07-02,654,2.815577748,12972825,16818461371,6925,67724,70378228,5.425050288,286.3197856
1005,2014-07-04,635.49,2.803108721,12980150,16818461371,7325,61901,52563526,4.049531477,288.4255008
1006,2014-07-06,634.49,2.802424782,12987675,16818461371,7525,53366,28240285,2.174391105,293.1262852
1007,2014-07-08,623.7,2.794975744,12995200,16818461371,7525,70042,57967072,4.460652549,303.6143439
1008,2014-07-10,619.78,2.792237558,13003025,16818461371,7825,64146,46194573,3.552602029,307.8081111
1009,2014-07-12,631.98,2.800703335,13010900,16818461371,7875,54181,33905603,2.605938329,314.3205766
1010,2014-07-14,622.8,2.794348604,13018375,17336316979,7475,59877,39773995,3.055219641,324.1738988
1011,2014-07-16,619.48,2.79202729,13025950,17336316979,7575,67767,66491033,5.104505468,332.7715981
1012,2014-07-18,629.86,2.799244029,13034200,17336316979,8250,62427,50696974,3.889534762,336.1703796
1013,2014-07-20,623.77,2.795024484,13042750,17336316979,8550,54742,26332169,2.018912346,342.5967734
1014,2014-07-22,621.03,2.79311258,13050050,17336316979,7300,66921,66301035,5.080519615,356.5225413
1015,2014-07-24,601.18,2.779004524,13057425,17336316979,7375,64815,62927564,4.819293544,360.313693
1016,2014-07-26,595.88,2.775158809,13064850,18736441558,7425,57528,29888490,2.287702499,364.8083399
1017,2014-07-28,586.96,2.768608506,13072275,18736441558,7425,59561,45007749,3.442992823,378.1625581
1018,2014-07-30,573.48,2.758518277,13080375,18736441558,8100,64442,43910086,3.356943971,386.9142103
1019,2014-08-01,601.94,2.779553204,13088050,18736441558,7675,69283,100025886,7.642535443,396.1251983
1020,2014-08-03,589.79,2.770697405,13096075,18736441558,8025,52550,29006666,2.214912941,395.4293026
1021,2014-08-05,580.21,2.76358521,13102750,18736441558,6675,72928,79081409,6.035481788,410.0060544
1022,2014-08-07,587.24,2.76881563,13110500,18736441558,7750,70732,59148318,4.511522673,412.3261635
1023,2014-08-09,588.61,2.769827636,13118850,19729645941,8350,62960,54274894,4.137168578,418.3462926
1024,2014-08-11,578.97,2.762656061,13127875,19729645941,9025,70184,43160222,3.287677709,425.534708
1025,2014-08-13,550.14,2.740473223,13136325,19729645941,8450,75011,68343254,5.202615952,435.6723208
1026,2014-08-15,498.16,2.697368853,13144650,19729645941,8325,69698,68492066,5.210642048,440.1358731
1027,2014-08-17,491.88,2.691859164,13153050,19729645941,8400,59319,40549429,3.082891725,444.6590925
1028,2014-08-19,487.5,2.68797462,13162575,19729645941,9525,75458,58857523,4.471581207,455.8124003
1029,2014-08-21,525.78,2.720804062,13170725,23844670039,8150,75470,59265349,4.49977879,462.3467011
1030,2014-08-23,503.88,2.702327121,13178675,23844670039,7950,60189,36094826,2.738881261,468.8553027
1031,2014-08-25,503.79,2.702249543,13186125,23844670039,7450,66411,56406843,4.277742172,481.4588501
1032,2014-08-27,514.84,2.711672282,13194300,23844670039,8175,74318,59515079,4.510665894,488.5690468
1033,2014-08-29,511.99,2.709261479,13202975,23844670039,8675,67664,37526263,2.842258127,495.059243
1034,2014-08-31,477.98,2.679409725,13212150,23844670039,9175,59751,32984034,2.496492547,506.9478541
1035,2014-09-02,483.65,2.684531192,13219475,27428630902,7325,71539,57211483,4.327818087,519.9895322
1036,2014-09-04,486,2.686636269,13227625,27428630902,8150,70940,43029156,3.252976706,526.7011932
1037,2014-09-06,481.09,2.68222633,13235550,27428630902,7925,67529,46641358,3.523945586,536.3799466
1038,2014-09-08,476.61,2.67816315,13243475,27428630902,7925,71754,50577061,3.819017365,545.0038899
1039,2014-09-10,485.03,2.685768601,13250675,27428630902,7200,76417,59807812,4.513567196,552.6404606
1040,2014-09-12,470.43,2.67249501,13258750,27428630902,8075,66303,44787910,3.377988875,558.5678676
1041,2014-09-14,475.49,2.677141388,13267425,29829733124,8675,66033,33003201,2.487536278,567.0574056
1042,2014-09-16,468,2.670245853,13275350,29829733124,7925,89326,43919238,3.30832995,577.7861907
1043,2014-09-18,428.19,2.631636521,13284700,29829733124,9350,79754,64335430,4.842821441,585.6416685
1044,2014-09-20,415.56,2.618633738,13293075,29829733124,8375,62315,59356580,4.465225691,590.3865045
1045,2014-09-22,400.98,2.603122712,13301375,29829733124,8300,68526,34182377,2.569837855,595.6762384
1046,2014-09-24,431.91,2.635393259,13309225,29829733124,7850,81104,56605228,4.253082204,604.4227968
1047,2014-09-26,405.14,2.607605124,13317075,34661425924,7850,73278,47166952,3.541840231,609.5889895
1048,2014-09-28,380,2.579783597,13323750,34661425924,6675,62200,35314615,2.650501173,615.5700752
1049,2014-09-30,382.67,2.582824416,13331000,34661425924,7250,78590,51711511,3.879042157,622.526214
1050,2014-10-02,375.85,2.575014555,13338325,34661425924,7325,74630,44654562,3.347838803,627.2989857
1051,2014-10-04,336,2.526339277,13345425,34661425924,7100,70430,59714061,4.474496766,632.3154954
1052,2014-10-06,331.2,2.520090328,13353875,34661425924,8450,75126,83003776,6.215707126,636.0946617
1053,2014-10-08,346.26,2.539402325,13360925,34661425924,7050,80324,63475329,4.75081845,638.8874075
1054,2014-10-10,358.97,2.555058155,13368450,35002482026,7525,84811,66251247,4.95579121,642.3854766
1055,2014-10-12,364.83,2.562090543,13375725,35002482026,7275,63946,37290971,2.787958858,645.6983976
1056,2014-10-14,411.89,2.614781248,13383050,35002482026,7325,81491,85862253,6.415746261,649.8799328
1057,2014-10-16,378.02,2.577514778,13390475,35002482026,7425,74010,48944986,3.655209095,652.5598819
1058,2014-10-18,389.68,2.590708117,13398050,35002482026,7575,69474,43541830,3.249863226,655.8145375
1059,2014-10-20,384.95,2.585404324,13404850,35002482026,6800,78443,47069051,3.511344849,658.718844
1060,2014-10-22,385.1,2.585573519,13412625,35002482026,7775,79546,73884654,5.508590153,661.169696
1061,2014-10-24,358.46,2.5544407,13420275,35985640265,7650,81643,57480880,4.283137268,663.6518063
1062,2014-10-26,355.43,2.550754082,13427325,35985640265,7050,70537,32411926,2.413878118,665.8309686
1063,2014-10-28,354.94,2.550154945,13434800,35985640265,7475,88600,41415805,3.082725831,666.7351806
1064,2014-10-30,337,2.527629901,13442725,35985640265,7925,93338,46623283,3.468291064,667.394348
1065,2014-11-01,327.39,2.51506541,13451425,35985640265,8700,74548,36764265,2.733113034,667.910885
1066,2014-11-03,325.81,2.51296441,13459400,35985640265,7975,84522,41105832,3.054061251,667.0654282
1067,2014-11-05,341.99,2.534013407,13467500,39603666252,8100,89249,78016547,5.792949471,666.0768293
1068,2014-11-07,342.26,2.534356146,13474725,39603666252,7225,89542,61950234,4.59751379,667.8358924
1069,2014-11-09,356.34,2.551864576,13482100,39603666252,7375,72217,35847049,2.658862418,668.3819158
1070,2014-11-11,365.04,2.562340456,13489575,39603666252,7475,87338,56457994,4.185305616,665.6351233
1071,2014-11-13,406.56,2.609124648,13496600,39603666252,7025,100117,121129353,8.974804988,665.1358378
1072,2014-11-15,373.14,2.571871807,13504000,39603666252,7400,74831,61511796,4.55507968,669.3018462
1073,2014-11-17,378.48,2.578042935,13511425,39603666252,7425,85201,66904022,4.951662908,669.1973929
1074,2014-11-19,374.77,2.573764819,13518600,40300030328,7175,87321,53664217,3.969657879,669.4875097
1075,2014-11-21,356.9,2.552546548,13525125,40300030328,6525,86577,57490040,4.250610623,668.1177988
1076,2014-11-23,362.99,2.559894661,13532600,40300030328,7475,75041,30536153,2.256488258,667.0056871
1077,2014-11-25,381.03,2.580959171,13539675,40300030328,7075,82813,77567837,5.728929018,660.6727097
1078,2014-11-27,372.62,2.571266162,13546525,40300030328,6850,82979,48525776,3.582156752,661.4995
1079,2014-11-29,377.22,2.576594711,13554175,40300030328,7650,81452,74496486,5.496202166,658.2472573
1080,2014-12-01,381.72,2.581744915,13561650,40300030328,7475,95220,60655884,4.472603555,658.5190806
1081,2014-12-03,378.25,2.577778937,13568225,40300030328,6575,97296,78960564,5.819520534,656.8496
1082,2014-12-05,373.98,2.572848377,13575675,40007470271,7450,92900,99565413,7.33410405,657.4693375
1083,2014-12-07,375.73,2.574875873,13582350,40007470271,6675,77357,41290985,3.040047194,660.179314
1084,2014-12-09,350.29,2.544427739,13589575,40007470271,7225,89587,113085882,8.321517192,654.4748621
1085,2014-12-11,356.1,2.551571974,13597300,40007470271,7725,85829,64049604,4.710464872,658.3491092
1086,2014-12-13,350.31,2.544452535,13604425,40007470271,7125,79512,48843853,3.590291615,656.5968778
1087,2014-12-15,352.15,2.546727693,13611550,40007470271,7125,95727,49816388,3.659861515,651.9412088
1088,2014-12-17,318.2,2.502700175,13618050,40007470271,6500,93704,70794117,5.198550233,647.2024211
1089,2014-12-19,317.63,2.501921515,13624625,39457671307,6575,92052,59773546,4.387169996,646.016913
1090,2014-12-21,326.93,2.514454774,13631775,39457671307,7150,80829,36054494,2.644886231,642.8750994
1091,2014-12-23,336.96,2.52757835,13639050,39457671307,7275,99770,64168766,4.704782664,633.8502342
1092,2014-12-25,319.31,2.50421252,13647050,39457671307,8000,70684,37379573,2.739022206,631.1365114
1093,2014-12-27,314.45,2.497551599,13654650,39457671307,7600,78776,42707345,3.127677751,621.8869153
1094,2014-12-29,314.49,2.497606841,13663050,39457671307,8400,79812,41511175,3.038207062,613.9215079
1095,2014-12-31,317.4,2.501606922,13670575,40640955017,7525,83768,53657583,3.925042143,605.3486891
1096,2015-01-02,316.15,2.499893186,13678725,40640955017,8150,72234,28315237,2.070020196,599.7595655
1097,2015-01-04,270.93,2.432857097,13686975,40640955017,8250,85570,82102043,5.998552858,585.8412133
1098,2015-01-06,276.8,2.442166086,13695100,40640955017,8125,87160,56472457,4.123552,585.4107009
1099,2015-01-08,276.8,2.442166086,13702175,40640955017,7075,99126,51516706,3.75974661,580.0232268
1100,2015-01-10,278,2.444044796,13709500,40640955017,7325,105895,69092710,5.039768773,573.3061296
1101,2015-01-12,270,2.431363764,13717275,43971662056,7775,98185,51198106,3.732381687,570.3426442
1102,2015-01-14,176.5,2.24674471,13723675,43971662056,6400,104481,79330845,5.780583189,563.281054
1103,2015-01-16,205.35,2.312494707,13730875,43971662056,7200,112530,56039500,4.081276685,562.0004753
1104,2015-01-18,211.18,2.324652786,13738025,43971662056,7150,87047,32155910,2.34065013,555.9132024
1105,2015-01-20,212.99,2.328359214,13744900,43971662056,6875,98890,39491841,2.873199587,542.1918717
1106,2015-01-22,233.9,2.369030222,13752075,43971662056,7175,94979,60557888,4.403545501,531.1338588
1107,2015-01-24,244.64,2.388527468,13758200,43971662056,6125,89630,47652537,3.463573505,525.8433552
1108,2015-01-26,271.47,2.433721843,13764525,43971662056,6325,105423,96483300,7.009562626,517.187225
1109,2015-01-28,249.25,2.396635167,13772100,41272873895,7575,89287,41878308,3.04080772,518.1646843
1110,2015-01-30,230.11,2.361935492,13779825,41272873895,7725,86360,44384842,3.221001863,507.5266312
1111,2015-02-01,220.72,2.343841687,13787950,41272873895,8125,79193,35646882,2.585364902,497.8012312
1112,2015-02-03,236.51,2.373849508,13795000,41272873895,7050,93499,50503768,3.66101979,485.6049473
1113,2015-02-05,217.37,2.337199605,13802700,41272873895,7700,90028,45033515,3.262659842,478.2781887
1114,2015-02-07,225.16,2.35249124,13811375,41272873895,8675,86207,36922120,2.673312396,469.7723081
1115,2015-02-09,220.39,2.343191885,13818450,44455415962,7075,95860,39638684,2.868533301,459.2456209
1116,2015-02-11,221.99,2.346333411,13825950,44455415962,7500,98701,43264785,3.129245007,449.9605268
1117,2015-02-13,239.94,2.380102655,13832850,44455415962,6900,107390,56852658,4.1099743,441.9795401
1118,2015-02-15,243.99,2.387372027,13840225,44455415962,7375,85355,41125612,2.97145545,437.1427272
1119,2015-02-17,244,2.387389826,13848050,44455415962,7825,98899,36916500,2.665826597,429.0704027
1120,2015-02-19,241.59,2.383078954,13856175,44455415962,8125,96005,42918722,3.097443703,420.2229634
